Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned
C7_8_EKDN220028636-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C7_8_EKDN220028636-1A_H3V53DSX5_L2/C7_8_EKDN220028636-1A_H3V53DSX5_L2.srt.dp.bam	7729251.0	7690069.0	1073239157.0	1068201798.0	137674.1213	215.0	43.7913	0.0309	3.5085	99.4930686039307
C7_9_EKDN220028708-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C7_9_EKDN220028708-1A_H5J72DSX5_L2/C7_9_EKDN220028708-1A_H5J72DSX5_L2.srt.dp.bam	7239033.0	7203694.0	1004658558.0	999937633.0	134815.0701	214.0	43.7302	0.0302	3.2843	99.51182706308977
C8_10_EKDN220028776-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C8_10_EKDN220028776-1A_H5JF5DSX5_L3/C8_10_EKDN220028776-1A_H5JF5DSX5_L3.srt.dp.bam	6946496.0	6911793.0	963264909.0	958777910.0	146457.0767	214.0	43.7946	0.0302	3.149	99.50042438662601
C8_12_EKDN220028891-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C8_12_EKDN220028891-1A_H5JF5DSX5_L3/C8_12_EKDN220028891-1A_H5JF5DSX5_L3.srt.dp.bam	7518488.0	7479116.0	1043661796.0	1038907507.0	164056.121	225.0	43.4074	0.0293	3.4118	99.47633087929381
C8_13_EKDN220028947-1A_H3VYYDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C8_13_EKDN220028947-1A_H3VYYDSX5_L2/C8_13_EKDN220028947-1A_H3VYYDSX5_L2.srt.dp.bam	11160893.0	11091891.0	1576446213.0	1569191376.0	212845.8483	370.0	43.3227	0.0299	5.1535	99.3817519798819
C8_1_EKDN220028153-1A_H57YWDSX5_L4.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C8_1_EKDN220028153-1A_H57YWDSX5_L4/C8_1_EKDN220028153-1A_H57YWDSX5_L4.srt.dp.bam	6328101.0	6292427.0	882454578.0	878260207.0	146258.3298	232.0	43.9139	0.0304	2.8848	99.43626057801542
C8_2_EKDN220028227-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C8_2_EKDN220028227-1A_H3NGLDSX5_L2/C8_2_EKDN220028227-1A_H3NGLDSX5_L2.srt.dp.bam	7444605.0	7360709.0	1036781765.0	1031824657.0	195944.6866	341.0	43.4916	0.0311	3.3893	98.87306311080306
C8_3_EKDN220028289-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C8_3_EKDN220028289-1A_H3NGLDSX5_L2/C8_3_EKDN220028289-1A_H3NGLDSX5_L2.srt.dp.bam	7702727.0	7628938.0	1052481997.0	1047439408.0	148844.171	211.0	43.6367	0.0314	3.4406	99.04204056563344
C8_4_EKDN220028363-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C8_4_EKDN220028363-1A_H5J72DSX5_L1/C8_4_EKDN220028363-1A_H5J72DSX5_L1.srt.dp.bam	6816393.0	6783848.0	947534925.0	943245920.0	146029.2608	209.0	43.638	0.0296	3.0976	99.52254806904473
C8_6_EKDN220028506-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C8_6_EKDN220028506-1A_H5J72DSX5_L2/C8_6_EKDN220028506-1A_H5J72DSX5_L2.srt.dp.bam	8257671.0	8215031.0	1156309433.0	1151121000.0	166174.6647	240.0	43.495	0.0296	3.7801	99.48363164383758
C8_7_EKDN220028570-1A_H3NGLDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C8_7_EKDN220028570-1A_H3NGLDSX5_L1/C8_7_EKDN220028570-1A_H3NGLDSX5_L1.srt.dp.bam	5522098.0	5494004.0	772630377.0	769087747.0	137856.6226	223.0	43.681	0.0303	2.5258	99.49124408875034
C8_8_EKDN220028637-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C8_8_EKDN220028637-1A_H3V53DSX5_L2/C8_8_EKDN220028637-1A_H3V53DSX5_L2.srt.dp.bam	10021370.0	9969246.0	1393444775.0	1386918431.0	136947.5892	215.0	43.7406	0.0306	4.5553	99.47987151457336
C8_9_EKDN220028709-1A_H3VYYDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C8_9_EKDN220028709-1A_H3VYYDSX5_L2/C8_9_EKDN220028709-1A_H3VYYDSX5_L2.srt.dp.bam	13664710.0	13567567.0	1890568822.0	1881452702.0	212652.6706	289.0	43.3919	0.0314	6.1804	99.2890957802983
C9_11_EKDN220028831-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C9_11_EKDN220028831-1A_H5J72DSX5_L1/C9_11_EKDN220028831-1A_H5J72DSX5_L1.srt.dp.bam	9135892.0	9086099.0	1269481731.0	1263717599.0	148658.5384	218.0	44.6063	0.0298	4.15	99.45497385476973
C9_13_EKDN220028948-1A_H3VYYDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C9_13_EKDN220028948-1A_H3VYYDSX5_L2/C9_13_EKDN220028948-1A_H3VYYDSX5_L2.srt.dp.bam	9913754.0	9855386.0	1391503785.0	1385052065.0	172318.5898	270.0	43.6893	0.0296	4.5489	99.41124219947358
C9_1_EKDN220028154-1A_H5F7CDSX5_L4.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C9_1_EKDN220028154-1A_H5F7CDSX5_L4/C9_1_EKDN220028154-1A_H5F7CDSX5_L4.srt.dp.bam	8902221.0	8857808.0	1248704117.0	1242804054.0	142301.4008	232.0	43.6937	0.0297	4.0821	99.50110202835899
C9_3_EKDN220028290-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C9_3_EKDN220028290-1A_H3NGLDSX5_L2/C9_3_EKDN220028290-1A_H3NGLDSX5_L2.srt.dp.bam	6415115.0	6381565.0	899608982.0	895527590.0	156708.9351	238.0	43.6327	0.0298	2.9409	99.47701639019722
C9_4_EKDN220028364-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C9_4_EKDN220028364-1A_H5J72DSX5_L1/C9_4_EKDN220028364-1A_H5J72DSX5_L1.srt.dp.bam	6747402.0	6706216.0	920382148.0	915961729.0	124355.027	191.0	43.8404	0.0312	3.0088	99.38960210166817
C9_6_EKDN220028507-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C9_6_EKDN220028507-1A_H5J72DSX5_L2/C9_6_EKDN220028507-1A_H5J72DSX5_L2.srt.dp.bam	5563252.0	5530057.0	778966173.0	775315280.0	170257.0847	250.0	43.6142	0.0301	2.5465	99.40331662128553
C9_8_EKDN220028638-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C9_8_EKDN220028638-1A_H3V53DSX5_L2/C9_8_EKDN220028638-1A_H3V53DSX5_L2.srt.dp.bam	8422465.0	8375395.0	1171454656.0	1166418419.0	142235.4928	223.0	43.8231	0.0293	3.8296	99.44113748172299
C9_9_EKDN220028710-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/C9_9_EKDN220028710-1A_H5J72DSX5_L2/C9_9_EKDN220028710-1A_H5J72DSX5_L2.srt.dp.bam	6687924.0	6653410.0	928461961.0	924230241.0	135238.2071	211.0	43.9669	0.0297	3.0352	99.48393552319075
D10_10_EKDN220028777-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D10_10_EKDN220028777-1A_H5JF5DSX5_L3/D10_10_EKDN220028777-1A_H5JF5DSX5_L3.srt.dp.bam	5550895.0	5470646.0	751212805.0	747641242.0	142703.9312	202.0	44.0644	0.0301	2.4558	98.55430520663785
D10_11_EKDN220028832-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D10_11_EKDN220028832-1A_H5J72DSX5_L1/D10_11_EKDN220028832-1A_H5J72DSX5_L1.srt.dp.bam	7119185.0	7078753.0	993799990.0	989155243.0	138334.3395	219.0	43.7437	0.0307	3.2488	99.43206982259908
D10_12_EKDN220028892-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D10_12_EKDN220028892-1A_H5JF5DSX5_L3/D10_12_EKDN220028892-1A_H5JF5DSX5_L3.srt.dp.bam	6134745.0	6105099.0	853132715.0	849219733.0	138368.606	214.0	43.6842	0.0293	2.789	99.51675253005627
D10_1_EKDN220028155-1A_H5F7CDSX5_L4.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D10_1_EKDN220028155-1A_H5F7CDSX5_L4/D10_1_EKDN220028155-1A_H5F7CDSX5_L4.srt.dp.bam	7722824.0	7660215.0	1077773044.0	1072603351.0	208994.8314	326.0	43.2691	0.0305	3.5233	99.18929914756572
D10_2_EKDN220028229-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D10_2_EKDN220028229-1A_H3NGLDSX5_L2/D10_2_EKDN220028229-1A_H3NGLDSX5_L2.srt.dp.bam	5729261.0	5700985.0	799626451.0	796074991.0	154213.8996	226.0	43.6052	0.0294	2.614	99.50646339903174
D10_3_EKDN220028292-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D10_3_EKDN220028292-1A_H3NGLDSX5_L2/D10_3_EKDN220028292-1A_H3NGLDSX5_L2.srt.dp.bam	5312859.0	5286468.0	734987013.0	731587881.0	133209.7863	207.0	43.892	0.0305	2.4027	99.50326180310827
D10_4_EKDN220028366-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D10_4_EKDN220028366-1A_H5J72DSX5_L1/D10_4_EKDN220028366-1A_H5J72DSX5_L1.srt.dp.bam	8310465.0	8266902.0	1143447860.0	1138003332.0	132881.7624	200.0	44.0646	0.0315	3.738	99.4758055054681
D10_6_EKDN220028509-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D10_6_EKDN220028509-1A_H5J72DSX5_L2/D10_6_EKDN220028509-1A_H5J72DSX5_L2.srt.dp.bam	5570842.0	5542562.0	772086017.0	768514792.0	133532.0008	210.0	43.7472	0.0298	2.524	99.49235681069398
D10_7_EKDN220028572-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/D10_7_EKDN220028572-1A_H3NGLDSX5_L2/D10_7_EKDN220028572-1A_H3NGLDSX5_L2.srt.dp.bam	8039584.0	7996709.0	1108911450.0	1103833506.0	141105.4282	212.0	43.5706	0.03	3.6251	99.46670126215486
